,X,Y,Z
67,7.987031308860002,1.0083326195,3.702676801789997
68,8.026948460460007,1.00561895601,3.698520315799998
69,8.067579930000004,1.0049715445700003,3.6940524971199964
70,8.102000822260003,1.00429499467,3.6885667795000017
71,8.14293204109001,1.00940629742,3.679919167929999
72,8.18264472047001,1.0080227832300002,3.6685670344900037
73,8.218485789199994,1.0088463533,3.6569565232599968
74,8.25377564235,1.00892177123,3.644357266839996
75,8.289482459120006,1.0037296409,3.6297042479900044
76,8.324839466370003,1.00456330574,3.612958951860006
77,8.371621597799992,1.0068628567600002,3.5897120648300014
78,8.399924796099995,1.0061492477800003,3.573765311640004
79,8.428811651009998,1.00386764105,3.55418970619
80,8.47236530768001,1.0086000758299998,3.5241358837799965
81,8.503802219210012,1.00944273657,3.5005963640699997
82,8.536185992980005,1.0079244971,3.4728868270500004
83,8.566458034949994,1.0127680019200005,3.443183554920005
84,8.584130658179994,1.0152063233600004,3.4241879123800043
85,8.63552007612001,1.0097141997799999,3.367725215250004
86,8.663413132720017,1.0146576240200003,3.3353990248600036
87,8.693666033330013,1.0130970448599999,3.2975645558499997
88,8.722092333609998,1.01319916512,3.2548617119899994
89,8.747362669449995,1.0174503146300002,3.216589523220002
90,8.782896102239995,1.01754739446,3.162572891810005
91,8.805835383420002,1.00921984314,3.122740249120006
92,8.837959771389992,1.0084402435599997,3.0621424190000024
93,8.864206546639997,1.0127293069999996,3.0069877077100022
94,8.892761747169997,1.0170700194299997,2.949288221590005
95,8.916089346889986,1.0248911869199997,2.8948060607799975
96,8.940744155650004,1.0613087682799995,2.8336807751400004
97,8.967352327690001,1.064140351550001,2.764325822959998
98,8.997566343099987,1.0252439590500004,2.6831507252600004
99,9.02104442515999,1.0201546100099999,2.6090752617499966
100,9.040305348649985,1.02288375577,2.5487335593899956
101,9.061537173129999,1.0698723947899988,2.4761361555899963
102,9.089829403479984,1.0888337561900017,2.374027241680003
103,9.111856308089994,1.0847014171300005,2.284269216529999
104,9.132730457650004,1.05376250595,2.196990315479999
105,9.148923421289998,1.0719790790100006,2.129962657050001
106,9.171620429879992,1.0261787290099997,2.024697375749997
107,9.190910003079992,1.0362529931299995,1.9283804637699982
108,9.208938304540009,1.0782683458999989,1.8332057143800002
109,9.231776139530004,1.0894958614699997,1.7001662790500018
110,9.247009686299997,1.0934118583400017,1.6052880478599996
111,9.265945787780002,1.03583489791,1.4888841591400002
112,9.28242054661999,1.0913223590999996,1.3772442855399996
113,9.300938897480002,1.0980765971800006,1.240950932370001
114,9.31755729835,1.0445440682199993,1.1135571104900006
115,9.331332777049992,1.03536770743,0.990499245769999
116,9.347458387720001,1.0308024793700004,0.856400248100001
117,9.357536442600004,1.0683175721600007,0.7494646578600007
118,9.374602080629987,1.038470550749999,0.5757438024400003
119,9.38669219203001,1.074310395689999,0.46256703637000035
120,9.402461857959997,1.04339014418,0.2948148243800001
121,9.408508538659998,1.061415540570001,0.21883230139999998
